ID,PO_/_SO_#,ASN/DN_#,Country,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,Sub_Classification,Item_Description,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Days_to_Process
85038,SO,DN,Uganda,From RDC,N/A - From RDC,Truck,Pediatric,"Abacavir/Lamivudine 60/30mg, dispersible tablets, 60 Tabs",60,14476,57180.2,3.95,0.07,Yes,839.0,8402.24,67.3,252
85039,SO,DN,Cameroon,From RDC,N/A - From RDC,Air,Pediatric,"Efavirenz 200mg, scored tablets, 90 Tabs",90,3101,28839.3,9.3,0.1,Yes,195.0,4257.91,33.94,74
85041,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Truck,Pediatric,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",60,2741,5454.59,1.99,0.03,No,4307.0,,6.42,277
85042,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Truck,Pediatric,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",60,9262,18431.38,1.99,0.03,No,4307.0,,21.69,277
85043,SO,DN,Uganda,From RDC,N/A - From RDC,Truck,Pediatric,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",60,5126,9841.92,1.92,0.03,No,4309.0,,11.58,262
85044,SO,DN,Zambia,From RDC,N/A - From RDC,Truck,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,221000,481780.0,2.18,0.04,No,,0.0,495.27,387
85045,SO,DN,Zambia,From RDC,N/A - From RDC,Truck,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,89575,195273.5,2.18,0.04,No,,0.0,200.74,387
85047,SO,DN,Uganda,From RDC,N/A - From RDC,Truck,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",120,8452,157545.28,18.64,0.16,No,4325.0,,185.43,280
85048,SO,DN,Zambia,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,6258,40802.16,6.52,0.11,No,,0.0,41.94,419
85051,SO,DN,Mozambique,From RDC,N/A - From RDC,Truck,Adult,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",30,134500,1343655.0,9.99,0.33,Yes,18177.0,0.0,1581.48,133
85064,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,45,109.8,2.44,0.04,No,1360.0,,0.22,70
85065,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,100,290.0,2.9,0.05,No,1417.0,,0.57,63
85066,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,63,153.72,2.44,0.04,No,1452.0,,0.3,147
85067,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,28,210.84,7.53,0.13,No,1452.0,,0.41,147
85068,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,3000,8700.0,2.9,0.05,No,1456.0,,17.05,83
85069,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,398,971.12,2.44,0.04,No,1479.0,,1.9,26
85070,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,41336,362103.36,8.76,0.15,No,1510.0,,709.72,104
85071,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,4000,85680.0,21.42,0.36,No,1523.0,,167.93,131
85072,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Pediatric,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",240,4464,8570.88,1.92,0.01,Yes,1655.0,1211.48,16.8,84
85073,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Pediatric,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",240,4704,9031.68,1.92,0.01,No,1530.0,,19.47,68
85074,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Pediatric,"Efavirenz 50mg, capsule, 30 Caps",30,3444,7714.56,2.24,0.07,Yes,200.0,1211.48,15.12,84
85075,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,50000,122000.0,2.44,0.04,Yes,2390.0,0.0,239.12,100
85076,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,5000,28900.0,5.78,0.19,Yes,907.0,9044.65,56.64,107
85077,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,755,16172.1,21.42,0.36,Yes,75.0,11637.64,31.7,144
85078,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,168,971.04,5.78,0.19,Yes,15.0,11637.64,1.9,142
85079,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Pediatric,"Efavirenz 50mg, capsule, 30 Caps",30,572,1281.28,2.24,0.07,Yes,33.0,1062.95,2.76,89
85080,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",30,2000,20000.0,10.0,0.33,Yes,168.0,2990.92,43.12,79
85081,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,40080,454908.0,11.35,0.19,Yes,4498.0,19480.97,891.62,162
85082,SO,DN,Sudan,From RDC,N/A - From RDC,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,350,28000.0,80.0,0.8,No,1624.0,,54.88,172
85084,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,26712,154395.36,5.78,0.19,Yes,2342.0,12016.69,332.88,131
85085,SO,DN,Uganda,From RDC,N/A - From RDC,Truck,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,200,546.0,2.73,0.05,No,1636.0,,1.18,93
85086,SO,DN,Uganda,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,21658,243002.76,11.22,0.19,No,1638.0,,476.29,154
85087,SO,DN,Uganda,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,19942,223749.24,11.22,0.19,No,1638.0,,438.55,154
85088,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,9876,26961.48,2.73,0.05,Yes,941.0,7779.96,58.13,73
85089,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",30,6464,169680.0,26.25,0.88,Yes,571.0,1949.41,365.83,174
85090,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Truck,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,1900,9747.0,5.13,0.17,No,1659.0,,21.01,94
85091,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,35802,218750.22,6.11,0.1,No,1660.0,,471.63,94
85092,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,2610,3680.1,1.41,0.02,No,1667.0,,7.93,131
85093,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Stavudine 20mg, capsules, 60 Caps",60,106,151.58,1.43,0.02,No,1667.0,,0.33,131
85094,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,26697,136955.61,5.13,0.17,No,1677.0,,268.43,175
85095,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,10000,112200.0,11.22,0.19,Yes,1169.0,0.0,241.9,145
85096,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",30,350,4112.5,11.75,0.39,Yes,29.0,0.0,8.87,145
85097,SO,DN,Mozambique,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,30315,340134.3,11.22,0.19,Yes,3563.0,3423.26,666.66,212
85098,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,6000,16380.0,2.73,0.05,Yes,577.0,0.0,35.32,145
85099,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",30,35000,411250.0,11.75,0.39,Yes,2825.0,0.0,886.66,145
85100,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,3200,28032.0,8.76,0.15,Yes,255.0,0.0,60.44,145
85101,SO,DN,Uganda,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",30,3680,36800.0,10.0,0.33,Yes,328.0,3522.52,79.34,148
85102,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",60,70,238.0,3.4,0.06,No,1761.0,,0.51,37
85103,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,1600,14016.0,8.76,0.15,Yes,13.0,1758.6,30.22,51
85104,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,3500,16625.0,4.75,0.16,Yes,309.0,9736.1,35.84,193
85105,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,188,893.0,4.75,0.16,Yes,17.0,9736.1,1.93,193
85106,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Lamivudine/Zidovudine+Efavirenz 150/300mg+600mg, tablets, co-blister 60+30 Tabs",90,250,6875.0,27.5,0.31,Yes,42.0,9736.1,14.82,193
85107,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,45000,504900.0,11.22,0.19,No,1794.0,,1088.56,193
85108,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",30,9852,98520.0,10.0,0.33,Yes,1078.0,9736.1,212.41,193
85109,SO,DN,Guyana,From RDC,N/A - From RDC,Air,Pediatric,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",60,330,2547.6,7.72,0.13,Yes,71.0,1721.53,5.49,48
85110,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,17000,190740.0,11.22,0.19,Yes,2156.0,14467.75,411.24,187
85111,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,5000,43800.0,8.76,0.15,Yes,338.0,4159.73,94.43,60
85112,SO,DN,Tanzania,From RDC,N/A - From RDC,Air,Pediatric,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",60,2159,16667.48,7.72,0.13,Yes,454.0,3219.93,35.94,54
85113,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,9316,22731.04,2.44,0.04,No,1799.0,,49.01,150
85114,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,8150,154850.0,19.0,0.32,No,1799.0,,333.86,150
85115,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Pediatric,"Zidovudine 100mg, capsules, 100 Caps",100,6636,32118.24,4.84,0.05,No,1799.0,,69.25,150
85116,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,6000,14640.0,2.44,0.04,No,1799.0,,31.56,150
85117,SO,DN,Guyana,From RDC,N/A - From RDC,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,1815,4827.9,2.66,0.04,No,1838.0,,10.41,29
85118,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,8520,19851.6,2.33,0.04,No,1842.0,,42.8,229
85119,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",90,1176,11842.32,10.07,0.11,No,1847.0,,25.53,51
85120,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Stavudine 20mg, capsules, 60 Caps",60,504,720.72,1.43,0.02,No,1847.0,,1.55,51
85121,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",30,1500,17625.0,11.75,0.39,Yes,109.0,2288.29,38.0,112
85122,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,176143,1543012.68,8.76,0.15,Yes,15200.0,9735.95,3326.74,193
85123,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,2500,6825.0,2.73,0.05,Yes,132.0,3661.42,14.71,105
85124,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,35199,96093.27,2.73,0.05,Yes,2411.0,0.0,207.18,138
85125,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,20000,54600.0,2.73,0.05,Yes,1370.0,0.0,117.72,138
85126,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,5000,23000.0,4.6,0.15,Yes,428.0,0.0,49.59,138
85127,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,34379,385732.38,11.22,0.19,Yes,4013.0,0.0,831.64,32
85128,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",30,45000,450000.0,10.0,0.33,Yes,4050.0,0.0,970.2,138
85129,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",30,20000,200000.0,10.0,0.33,Yes,1801.0,0.0,431.2,138
85130,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",30,2500,29375.0,11.75,0.39,No,1943.0,,63.33,139
85131,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,15000,131400.0,8.76,0.15,Yes,1040.0,0.0,283.3,138
85132,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,2100,12033.0,5.73,0.1,No,1948.0,,25.94,226
85133,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,3000,13350.0,4.45,0.15,No,1949.0,,28.78,153
85134,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,3000,8190.0,2.73,0.05,No,1949.0,,17.66,153
85135,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,5000,56100.0,11.22,0.19,Yes,659.0,6147.18,120.95,188
85136,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",30,3000,35250.0,11.75,0.39,Yes,270.0,6147.18,76.0,188
85137,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",60,11994,39340.32,3.28,0.05,No,1984.0,,84.82,108
85138,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",60,441,1446.48,3.28,0.05,No,1984.0,,3.12,108
85139,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",30,4000,47000.0,11.75,0.39,Yes,365.0,6068.75,101.33,178
85140,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,28600,78078.0,2.73,0.05,Yes,3344.0,6147.14,168.34,188
85141,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,3322,9069.06,2.73,0.05,Yes,377.0,6147.18,19.55,188
85142,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,4399,37611.45,8.55,0.14,No,1997.0,,81.09,52
85143,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,667,2968.15,4.45,0.15,No,1998.0,,6.4,17
85144,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,61920,542419.2,8.76,0.15,Yes,5334.0,8815.65,1169.46,187
85145,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,40213,343821.15,8.55,0.14,Yes,3457.0,35689.71,741.28,27
85146,SO,DN,Zambia,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,56054,327915.9,5.85,0.1,Yes,15140.0,16249.55,706.99,104
85147,SO,DN,Zambia,From RDC,N/A - From RDC,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,6580,15331.4,2.33,0.04,Yes,579.0,4658.75,33.05,111
85148,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",120,4360,168950.0,38.75,0.32,No,2011.0,,364.26,141
85149,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,118170,1325867.4,11.22,0.19,No,2012.0,,2858.57,141
85150,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,52752,451029.6,8.55,0.14,No,2015.0,,972.42,171
85151,SO,DN,Zambia,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,59746,342344.58,5.73,0.1,No,2018.0,,738.09,145
85152,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,50000,286500.0,5.73,0.1,No,2019.0,,617.69,300
85153,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Pediatric,"Stavudine 1mg/ml, powder for oral solution, 200 ml",200,600,810.0,1.35,0.01,Yes,69.0,29153.27,1.75,41
85154,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,21506,183876.3,8.55,0.14,No,2026.0,,396.44,39
85155,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",30,8375,98406.25,11.75,0.39,No,2026.0,,212.16,39
85156,SO,DN,Zambia,From RDC,N/A - From RDC,Truck,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,150000,399000.0,2.66,0.04,Yes,8754.0,8109.91,860.24,155
85157,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",90,2150,20876.5,9.71,0.11,No,2025.0,,45.01,167
85158,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",30,21400,206082.0,9.63,0.32,No,2025.0,,444.31,167
85159,SO,DN,Zambia,From RDC,N/A - From RDC,Truck,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,128000,578560.0,4.52,0.15,No,2032.0,,1247.38,172
85160,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,Pediatric,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",240,7483,15115.66,2.02,0.01,No,2035.0,,32.59,156
85161,SO,DN,Mozambique,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",60,8556,28063.68,3.28,0.05,Yes,643.0,4156.94,60.51,81
85162,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,50928,435434.4,8.55,0.14,No,2033.0,,938.8,153
85163,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,112100,608703.0,5.43,0.09,No,2041.0,,1312.36,352
85164,SO,DN,Zambia,From RDC,N/A - From RDC,Truck,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,17045,270845.05,15.89,0.26,Yes,20752.0,17520.43,583.94,197
85165,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Pediatric,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",240,551,1113.02,2.02,0.01,No,2064.0,,2.4,169
85167,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Pediatric,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",240,4810,8898.5,1.85,0.01,No,2073.0,,19.19,84
85168,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,800,13152.0,16.44,0.27,Yes,364.0,2700.18,28.36,134
85169,SO,DN,Uganda,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,9255,103841.1,11.22,0.19,Yes,1243.0,6120.6,223.88,161
85171,SO,DN,Guatemala,From RDC,N/A - From RDC,Air,Pediatric,"Efavirenz 50mg, capsule, 30 Caps",30,1467,3286.08,2.24,0.07,No,2089.0,,5.42,26
85172,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",30,55488,605928.96,10.92,0.36,No,2090.0,,1306.38,175
85173,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Stavudine 30mg, capsules, 60 Caps",60,200,280.0,1.4,0.02,No,2090.0,,0.6,175
85174,SO,DN,Guatemala,From RDC,N/A - From RDC,Air,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,2005,31077.5,15.5,0.26,Yes,2634.0,20805.8,51.28,43
85175,SO,DN,Guatemala,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,34553,149268.96,4.32,0.14,No,2100.0,,246.29,43
85176,SO,DN,Tanzania,From RDC,N/A - From RDC,Air,Pediatric,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",60,2292,17694.24,7.72,0.13,Yes,617.0,1647.0,38.15,333
85177,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",90,492,4777.32,9.71,0.11,No,2106.0,,10.3,203
85178,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,2436,37758.0,15.5,0.26,No,2108.0,,81.41,203
85179,SO,DN,Uganda,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,6361,52541.86,8.26,0.14,No,2121.0,,113.28,174
85180,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Pediatric,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",240,448,6137.6,13.7,0.06,Yes,1135.0,17941.47,10.13,98
85181,SO,DN,Uganda,From RDC,N/A - From RDC,Truck,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,11979,30067.29,2.51,0.04,No,2144.0,,64.83,184
85183,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",30,19836,395133.12,19.92,0.66,Yes,2164.0,12601.06,851.91,259
85184,SO,DN,Uganda,From RDC,N/A - From RDC,Truck,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,45000,194400.0,4.32,0.14,Yes,5075.0,23711.16,320.76,99
85185,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Truck,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,9073,22773.23,2.51,0.04,Yes,521.0,2494.56,49.1,239
85186,SO,DN,Uganda,From RDC,N/A - From RDC,Truck,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,2950,12449.0,4.22,0.14,No,2201.0,,20.54,82
85187,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Truck,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",90,811,7874.81,9.71,0.11,Yes,103.0,1224.02,16.98,243
85188,SO,DN,Tanzania,From RDC,N/A - From RDC,Truck,Adult,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",30,28200,561744.0,19.92,0.66,Yes,3076.0,3859.0,926.88,181
85189,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",30,3000,19710.0,6.57,0.22,Yes,263.0,13398.06,32.52,135
85190,SO,DN,Ethiopia,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,49142,207379.24,4.22,0.14,No,2234.0,,342.18,9
